epoch,train_loss,train_acc,val_loss,val_acc
1,2.2507481254577635,14.13,2.0790997940063476,23.12
2,1.9853559193293253,27.201666666666668,2.0017868906021117,24.18
3,1.803435485013326,30.406666666666666,1.7848858472824096,29.39
4,1.6328421468734742,39.515,2.029136839294434,22.51
5,1.3916538807551067,50.74666666666667,1.1189366924285888,62.47
6,1.292048480161031,54.041666666666664,1.204854524230957,59.03
7,1.2128422384897868,57.14833333333333,1.0409984376907349,63.99
8,1.058131882095337,62.72666666666667,0.8954617436408997,68.68
9,1.0052138628959655,64.67333333333333,0.8873393753051758,69.36
10,0.9059426420847575,68.19833333333334,0.9147672361373901,67.46
11,0.8936299995740254,68.66833333333334,0.8769474886894226,69.39
12,0.8662722323099772,69.61333333333333,0.7604631721496582,73.21
13,0.818998036924998,71.19666666666667,0.7020627121925354,75.7
14,0.7817581651051839,72.55833333333334,0.8342302213668823,71.51
15,0.7064127092997233,75.21166666666667,0.7189651006698609,74.63
16,0.6861223653157552,75.695,0.6781552558898926,76.51
17,0.6871625909805298,75.72166666666666,0.7354502362251282,74.77
18,0.6556938511212667,76.82666666666667,0.7745597197532654,73.28
19,0.6830836208979288,75.855,0.6173767528533936,78.93
20,0.6353913993676503,77.40833333333333,0.6492656838417054,77.39
21,0.6542309103647868,76.845,0.6271379517555237,78.1
22,0.6030625434875488,78.52833333333334,0.5930029856681823,80.03
23,0.6098366005579631,78.62666666666667,0.7119569246292115,74.37
24,0.6007947332700093,78.95333333333333,0.6091022010803223,79.02
25,0.558572671365738,80.33833333333334,0.5949475313186645,79.44
26,0.5598334735711415,80.25833333333334,0.5314352180480957,82.05
27,0.5619278008143107,80.365,0.5005739079475403,82.66
28,0.5685176010131836,80.045,0.6735545981407165,76.83
29,0.528226094309489,81.74666666666667,0.5704471886634827,80.09
30,0.5528842774073283,80.57833333333333,0.5256704890251159,82.24
31,0.548641733264923,80.70666666666666,0.49370044655799866,83.02
32,0.5212255748907725,81.75333333333333,0.4919435189247131,83.05
33,0.5255060371398925,81.49666666666667,0.6387885779380799,78.4
34,0.5074955351511637,82.26666666666667,0.4584609018325806,84.47
35,0.4617791328430176,83.58666666666667,0.48010358438491824,83.69
36,0.4630313187599182,83.8,0.4738452076435089,83.38
37,0.43443366161982216,84.795,0.49626471319198606,82.81
38,0.47432239394187925,83.25833333333334,0.44782678108215335,84.34
39,0.4161204337596893,85.43333333333334,0.3981626583576202,86.13
40,0.46086979293823244,83.805,0.4137550249099731,85.88
41,0.4060321768283844,85.595,0.3996069405555725,86.27
42,0.42666059277852375,85.03333333333333,0.42680264348983765,84.94
43,0.38832417923609414,86.25,0.37791058282852175,87.05
44,0.4231396090189616,85.09666666666666,0.44510272707939147,84.32
45,0.39226646536191306,86.16166666666666,0.36253763952255247,87.43
46,0.3830741653283437,86.455,0.3665597026824951,87.21
47,0.36671446607907615,87.06666666666666,0.38266801137924195,86.94
48,0.36326521553993224,87.145,0.3670795746326447,87.43
49,0.34610131707191466,87.72833333333334,0.3801457689285278,86.57
50,0.3475641262849172,87.86166666666666,0.3530915828704834,87.9
51,0.3565718468507131,87.275,0.3520280065536499,87.8
52,0.3397414724667867,88.06666666666666,0.3271723905086517,88.89
53,0.33301451589266456,88.28,0.3398492687225342,88.31
54,0.3509191124757131,87.615,0.42255131855010986,85.29
55,0.3513408444404602,87.595,0.8411254984855652,72.29
56,0.3710024883588155,87.00333333333333,0.38821039056777956,86.87
57,0.3189452133019765,88.75166666666667,0.3207875220298767,88.98
58,0.34596416341463726,87.81166666666667,0.33198669018745425,88.8
59,0.3316506916840871,88.24833333333333,0.38876140604019166,86.39
60,0.3152579339981079,88.87666666666667,0.35029977974891663,87.82
61,0.32888418413798015,88.41,0.358091402053833,88.2
62,0.30808429787953695,89.18333333333334,0.31994740805625915,89.1
63,0.3296182642141978,88.34166666666667,0.4203397099018097,85.76
64,0.32857967443466185,88.32333333333334,0.33470615482330324,88.78
65,0.2960892383654912,89.54166666666667,0.3102805691719055,89.43
66,0.28756376299858094,89.90333333333334,0.37589281101226807,87.44
67,0.2854279647509257,89.92666666666666,0.3049221703529358,89.79
68,0.29354375720024106,89.73,0.2973972929477692,90.17
69,0.2976471889336904,89.49,0.30274707922935484,89.96
70,0.27887301001548764,90.21666666666667,0.33049856629371643,88.46
71,0.31012058388392133,89.07166666666667,0.3244127686023712,89.33
72,0.2812187878449758,90.17,0.33032424879074096,89.34
73,0.2708325364589691,90.49,0.42268058643341067,85.85
74,0.2871544463793437,89.805,0.40808257718086244,86.26
75,0.2709609325726827,90.35833333333333,0.29939455065727233,89.83
76,0.30517446475823723,89.52333333333333,0.2994538519382477,90.15
77,0.26304295517603554,90.82166666666667,0.2697744361400604,90.79
78,0.25879776667753857,90.915,0.3206825019359589,88.97
79,0.26001873524188995,90.91,0.28545578832626345,90.64
80,0.23723699414730073,91.67833333333333,0.5089012064933777,83.12
81,0.2631145856181781,90.78666666666666,0.2798833524227142,90.74
82,0.2666318352540334,90.65,0.5087381395339966,81.9
