encoder,best_val_mrr,best_val_acc,best_val_recall3,num_parameters,final_train_loss,final_val_loss,epochs_trained
k_mote_rel,0.6092134919024725,39.969834087481146,0.779034691069101,266713,1.4965043720744906,1.7053169713300818,140
