epoch,loss,average_precision,roc_auc
6,0.5298426809699036,0.7414124089711552,0.8033334678783096
7,0.5065829384812089,0.7959430833912166,0.8378258628325711
8,0.4414122142764025,0.8914958379261891,0.8916009965051859
9,0.421713812406673,0.8957398383196901,0.8932308075114347
10,0.41967177997494853,0.8977544177488687,0.8923820755894478
11,0.41848205697051316,0.8938957712740107,0.8908832480432262
12,0.4143732485556325,0.897969081440878,0.89352580545803
13,0.64525575961831,0.6760080106076277,0.7252390160970819
14,0.4664016830366711,0.8907897136581564,0.8882051113670039
15,0.4376311865310336,0.8909074102558567,0.887192767989435
16,0.43771053174900454,0.8892495036837552,0.8855691337048249
17,0.4306741893118204,0.8919970371115792,0.8879085618920312
18,0.43256520982398544,0.8877315604082091,0.8846400742044062
19,0.424792863601862,0.8912903540668325,0.8873233087595824
20,0.4274406676548858,0.8897234740710666,0.8859450541132513
21,0.42531136380032053,0.8905426703308348,0.887149581467822
22,0.4209414193796557,0.8910212785472827,0.8881975713457452
23,0.42852453194385354,0.8895885049682604,0.8866430462056303
24,0.42361132999838785,0.8879440710699296,0.8856068285769502
25,0.4213063254259353,0.8891852934962163,0.8862308475729562
26,0.4224070150318534,0.8916027135647064,0.8883569847967532
27,0.4218593607115191,0.8885716657930554,0.8854088501739356
28,0.4118478428139243,0.8967926100730115,0.8933707285157508
29,0.4146139587080756,0.8923441824176873,0.8904779335502155
30,0.40878886296305544,0.8974396314280008,0.8937007190942471
31,0.4047542499421641,0.896642100824994,0.8946489223651999
32,0.4050199151212393,0.8966358743572981,0.8943630926689428
33,0.39676401391625404,0.9016911021215538,0.8992922767828383
