encoder,best_val_acc,final_train_acc,final_val_acc,num_epochs,status
kan_mammote_lite_concat,76.45,70.64666666666666,76.45,2,SUCCESS
kan_mammote_lite_weighted,11.35,11.125,11.35,2,SUCCESS
kan_mammote_lite_attention,18.76,19.091666666666665,18.22,2,SUCCESS
