epoch,train_loss,train_acc,val_loss,val_acc
1,0.011376670328776041,47.715,1.0145625379562377,64.71
2,0.0061708163087566695,72.99666666666667,0.6389292462348938,78.82
3,0.004152722467978796,82.57333333333334,0.4230513307094574,85.91
4,0.003131880739579598,86.68333333333334,0.3539946013450623,88.45
5,0.002584012925128142,89.10166666666667,0.29108421094417575,90.06
6,0.002164962181200584,90.895,0.2529918952584267,91.96
7,0.00178159804182748,92.76333333333334,0.211735649985075,93.41
8,0.0014740650220463674,93.96166666666667,0.1979961383074522,93.54
9,0.0012823222467054924,94.78166666666667,0.1827868194013834,94.35
10,0.0011398772300841907,95.39333333333333,0.16787539615631103,94.87
11,0.0010013307167838017,95.995,0.15223170538544656,95.44
12,0.0009027642044238747,96.38666666666667,0.16114128492176533,95.19
13,0.0008371969246305526,96.62333333333333,0.1529175063163042,95.38
14,0.0007561375110254933,96.88666666666667,0.15338976886570455,95.31
15,0.0007034532747852305,97.11166666666666,0.13954143938422203,95.62
16,0.0006379339669210216,97.395,0.14300029254704713,95.69
17,0.0006079792624029021,97.52833333333334,0.136965783136338,96.0
18,0.0005581449104317774,97.73666666666666,0.14012429314255714,95.79
19,0.0005198979108051086,97.84833333333333,0.1418539308361709,95.92
20,0.00048202115177797773,98.005,0.14187322041243314,96.12
21,0.0004422114243808513,98.155,0.1405576908425428,96.21
22,0.0004070003643166274,98.32833333333333,0.14422775560542941,96.17
23,0.00038861926343524827,98.45333333333333,0.15702628906592728,95.87
24,0.000361439972211762,98.46333333333334,0.1464655885883607,96.26
25,0.00033633774019932997,98.60333333333334,0.15083577006421983,95.87
26,0.0003041221257454405,98.73333333333333,0.14686349242785945,96.19
27,0.0002688831567453841,98.92333333333333,0.14956140184635297,96.28
28,0.00023976491930273672,99.05166666666666,0.1559625042960979,96.22
29,0.00022599131002595338,99.1,0.16935309498370624,96.24
30,0.0002454304031532956,98.99833333333333,0.1635593950288836,96.13
31,0.00022981041504147772,99.12333333333333,0.15444226607987657,96.34
32,0.00020561824402151008,99.18833333333333,0.177830574367987,96.19
33,0.00019651048739712375,99.22,0.1774630705804564,96.06
34,0.00021056426706879088,99.18666666666667,0.17693929762502666,96.09
35,0.00019386771355057135,99.215,0.17246805040990001,96.31
36,0.00017338935168857765,99.34,0.1717632161640562,96.19
37,0.00017856936604851702,99.32333333333334,0.1699781086648465,96.25
38,0.0001480357190487363,99.40833333333333,0.17374470265752753,96.34
39,0.0001486698312476316,99.41833333333334,0.18492346575723495,96.52
40,0.00011018127241938297,99.56833333333333,0.19441588547686114,96.14
41,0.0001439275365875801,99.465,0.19327015689763938,96.22
42,0.00014390605777104306,99.44166666666666,0.18558679079907014,96.48
43,0.00011801098004386101,99.555,0.20182309865161077,96.16
44,0.00010054626760659934,99.62333333333333,0.1957128877856354,96.4
45,0.0001397313393143122,99.46833333333333,0.192878033875837,96.37
46,0.00012324557742467732,99.59,0.20622948326569385,96.02
47,0.00012374696173113382,99.57833333333333,0.20912082011458114,96.15
48,9.715044148324523e-05,99.65833333333333,0.20844316044077277,96.34
49,0.00011079997345295851,99.59,0.21346054820474236,96.19
50,0.00012026851233749767,99.56833333333333,0.208325242383359,96.27
51,9.926868404472771e-05,99.69166666666666,0.21864038961476473,96.21
52,0.00012417274445742805,99.55333333333333,0.20375835900389067,96.43
53,0.00011919630187160995,99.58833333333334,0.2197355342434843,96.2
54,0.00010024418996714909,99.59833333333333,0.2187667851872513,96.33
55,0.00011308495275625318,99.61166666666666,0.22570812527224735,96.16
