epoch,loss,average_precision,roc_auc
1,0.4816815957809106,0.8369762145367242,0.8570545833333333
2,0.4195919932081149,0.8712263512170533,0.8842526442307692
3,0.41066210736066866,0.8769632195569318,0.8884669391025641
4,0.4033873859888468,0.8819137075849622,0.8937341826923078
5,0.40217307164118843,0.8831292134408167,0.8950205608974359
6,0.4010908943720353,0.881980319179879,0.8947441826923077
7,0.3929076107266622,0.8873494697799386,0.8991889102564102
8,0.3969643654731604,0.885290417264165,0.896364342948718
9,0.4406799663335849,0.8585882401775253,0.8686981570512822
10,0.4074388210207988,0.8805514978641971,0.8907021955128206
11,0.4120616783316319,0.878399553807901,0.8887058493589742
12,0.40516658673683803,0.883053734743032,0.8926011378205128
13,0.40321581340753115,0.885302994524802,0.8949228525641026
14,0.40423824936151503,0.8834013023180359,0.8923770032051284
15,0.4011668039055971,0.885627459742032,0.8946556250000002
16,0.414646709500215,0.8782373462045301,0.8872311858974358
17,0.4657277516829662,0.8426864188463746,0.8494620512820512
18,0.4472284629558906,0.8597649176531329,0.8682704967948719
19,0.43939161923451303,0.8632475911020568,0.8696645833333334
20,0.42332435521559836,0.8710486688686165,0.8809582692307691
21,0.4054505051328586,0.8815883930516504,0.892055544871795
22,0.40337979552837516,0.8838613239165155,0.892960608974359
23,0.400833381101107,0.8852758899475794,0.8954657532051283
24,0.4002008367807437,0.8867890075649395,0.8958670833333334
25,0.40194659790931603,0.884270031829047,0.8938490064102564
26,0.394034557732252,0.8890010378017846,0.8985207692307693
27,0.3922278840190325,0.8899892817899938,0.8989951923076922
28,0.3950341828358479,0.8899630150457964,0.8989534615384616
29,0.39588262213346287,0.8898262904896066,0.8988509455128205
30,0.45537452907898485,0.852331104726007,0.8575226923076923
31,0.45963621273254734,0.848524905165254,0.8536798076923077
32,0.44429034029061976,0.8591846509187292,0.8654794391025641
33,0.4454000173852994,0.8592908929356875,0.8658370512820512
34,0.43534512466345077,0.8659842247086927,0.8715779166666665
35,0.43228091043539535,0.8691343102291929,0.8733821634615383
36,0.43180462381778617,0.8682403228238029,0.8740820833333333
37,0.4253905984835747,0.8747287569807916,0.8796484134615384
38,0.4137385295751767,0.8814766015485167,0.8863091185897436
39,0.42286298129803096,0.8757240567702502,0.8804410256410257
40,0.4138714882425773,0.8809292101931141,0.8877676602564102
41,0.3960444415226961,0.8914174967586032,0.8992473397435897
42,0.3944092848362067,0.891414407885498,0.899145641025641
43,0.40567178046092006,0.8857601732141911,0.8912256891025643
44,0.3888528648859415,0.8937496890984953,0.9012282532051282
45,0.4106779271975542,0.8822457460422948,0.8867869551282052
46,0.3842151737365967,0.8951387092570916,0.9041459134615386
47,0.38077218876435204,0.8980436892999769,0.9065552564102565
48,0.4072935039798419,0.8834522659949684,0.8915807852564103
49,0.37645050638761274,0.898163789543205,0.9075757211538461
50,0.37778936551931575,0.8980465579728383,0.9065264903846154
51,0.3882971079685749,0.892772195273465,0.9002292948717949
52,0.3897469407854936,0.8927370392232841,0.9007485737179488
53,0.3756571520215426,0.8997506397739518,0.9081472435897436
54,0.3731630279085575,0.9015825334613163,0.9094246474358972
55,0.39655519001759015,0.890996547402713,0.896754358974359
56,0.4412782834126399,0.8610560716877382,0.864813125
57,0.4061299120386442,0.8846720659419937,0.8906183333333333
58,0.3849429965783388,0.8959088782438963,0.902697483974359
59,0.3837878846587279,0.8961512740639718,0.9032055448717948
60,0.3948532678377934,0.8906000132078706,0.8979205288461538
61,0.43948916089840423,0.8658269655572629,0.8683335897435898
62,0.4200325627357532,0.8767979185103649,0.8818766506410256
63,0.41447349802041666,0.8817806244486492,0.8855462499999999
64,0.4147964923045574,0.8805465975018522,0.8847241185897435
65,0.41331370621919633,0.8812914147995353,0.885797548076923
66,0.4310189350675314,0.8725261375718412,0.8748082692307692
67,0.42772328834503126,0.8735536249011413,0.8766877083333334
68,0.43667306842712256,0.8659991786095258,0.8685570352564101
69,0.42110485308445417,0.876622367955376,0.8802191346153846
70,0.4203479644197684,0.8793712199479217,0.8822921634615385
