epoch,loss,average_precision,roc_auc
1,0.5414331493706539,0.7366241191822411,0.794853932658301
2,0.4574263233734273,0.8241556315332249,0.8602505910783513
3,0.435688823504352,0.857327054101829,0.8832864942528735
4,0.4067234292026909,0.8774179470188639,0.8986156655954567
5,0.40388056139151257,0.8933378930143799,0.9056281564561653
6,0.40091156771128206,0.8784097140528525,0.9004068145106441
7,0.3978938867990998,0.8916098431257793,0.9055593288784602
8,0.42179380245934955,0.8641364858280883,0.8902885089352514
9,0.3545473439340619,0.9102884953381559,0.9224546814425628
10,0.38634488072203493,0.8890845301601533,0.907333106551384
11,0.3454325932195817,0.9175824290748907,0.9276947166394613
12,0.4265930650905631,0.8706253579427513,0.890652768780181
13,0.3648246892824255,0.9052572361728187,0.9198013513398626
14,0.39408321284699716,0.894816155499055,0.908782518448616
15,0.3890452763900675,0.8981089340576224,0.9115365097684147
16,0.3576881318599328,0.9141614305754289,0.923090705978372
17,0.34825959985797433,0.9112075869565812,0.9256264461334422
18,0.34078684526270836,0.9166561264460095,0.9282980548187445
19,0.3495761616391012,0.9149977608524957,0.9275432581786028
20,0.3444932786555126,0.9196013152944358,0.9294739173127933
