encoder,best_val_mrr,best_val_acc,best_val_recall3,num_parameters,final_train_loss,final_val_loss,epochs_trained
k_mote_rel,0.6003703093601951,38.9894419306184,0.7631975873563085,266713,1.6325219869613647,1.7386570197964146,95
