epoch,loss,average_precision,roc_auc
1,0.6602043692984161,0.5490043847295527,0.5645822366565904
2,0.6566881632334526,0.5656842299738482,0.5797759379421645
3,0.6518422652446882,0.5807197103159165,0.5932138129683133
4,0.6455618072447097,0.5981300985899259,0.6074446674571252
5,0.642863960879218,0.6063222371978193,0.6137842412896989
6,0.6395040338040723,0.6100875274495261,0.6172217063290002
7,0.6371767071923735,0.613842334689688,0.6204020268094308
8,0.6356201336412968,0.6169950618283757,0.6235756671831683
9,0.6339066873973991,0.6201928839928357,0.6262311455936097
10,0.6322816124837509,0.623311504534762,0.6292670336048277
11,0.6309280558058407,0.6264660264719875,0.6321181894290171
12,0.6297948927507032,0.628845503159634,0.6337814475951375
13,0.6286450227819307,0.6319384298919998,0.637255497722016
14,0.6276121652848391,0.6338661412311148,0.638763009208714
15,0.6262789108780366,0.6360589306818071,0.6406188085613191
16,0.6255532886111494,0.6378842976787377,0.642863082323414
17,0.6246869916152742,0.6399958201293099,0.6449572103365298
18,0.6247828050715024,0.6388523780303719,0.6442718469807706
19,0.622937498091989,0.6425001096166283,0.6474853680521117
