epoch,loss,average_precision,roc_auc
1,0.43433702886104586,0.865984504384494,0.8854392948717948
2,0.3933249817062647,0.8856929876104344,0.8987544070512821
3,0.38439163191196246,0.8911787461513638,0.9038858333333334
4,0.37963664264251024,0.891723428273866,0.9053471634615384
5,0.3788344624714974,0.8926145189259848,0.9054389903846154
6,0.37474153339862826,0.894430399419877,0.9075962820512821
7,0.37199748425911633,0.8966024849848946,0.9090801602564103
8,0.370598691319808,0.8968218566207802,0.9093418910256411
9,0.3701652332376211,0.8982263049251821,0.9103939583333334
10,0.36560600919601244,0.8994969212962035,0.9118609455128206
11,0.36455254732416226,0.9000308266725198,0.9120942147435896
12,0.3599635755786529,0.9035726195222964,0.9148216826923078
13,0.3602519622215858,0.9031850654032718,0.9150698076923078
14,0.35839766806516893,0.9050273227756385,0.9161247275641026
15,0.35490247462040336,0.9055666404511191,0.9176876121794871
16,0.3543250935199933,0.9060362932544183,0.9173965865384615
17,0.3509712737340194,0.9080790437061776,0.9194457852564103
18,0.3519422526160876,0.90740152273735,0.9186290544871796
19,0.34763552454801705,0.9088879021889503,0.9205114903846154
20,0.34860995362202324,0.9080175844225761,0.9203308814102564
21,0.34493901076225136,0.9096440511708979,0.9219191346153847
22,0.343832620099569,0.9105856879403221,0.9225282692307692
23,0.3416774359651101,0.9105899494969771,0.9230346955128205
24,0.3386815548325196,0.9131041847403603,0.9247803525641025
25,0.34149117381908956,0.911074537895306,0.9235715865384615
26,0.3370188663021112,0.912704140283002,0.9251286858974359
27,0.3336199309199284,0.9146294255738758,0.9263636057692307
28,0.3315245297665779,0.9149530024801601,0.9270362179487179
29,0.331438153447249,0.9145195172040335,0.9270571955128205
30,0.33129014909649507,0.9151809043673722,0.9276898076923078
31,0.32916514166654687,0.916090792750378,0.9284708493589745
32,0.3258239641403541,0.9171930144580582,0.9295811057692308
33,0.32406763734343724,0.9173518275871559,0.9302413782051282
34,0.324295593950993,0.9166427045130187,0.9300712820512821
35,0.32031279527224027,0.9190868692135369,0.9315591346153845
36,0.3206165513549096,0.9173485820071254,0.9310766987179487
37,0.3151047132145136,0.9208429831122121,0.9334983814102563
38,0.31359495501487683,0.9214568102351836,0.9339877884615384
39,0.31196249066255033,0.9223732867039944,0.9347381730769231
40,0.3108441900366392,0.9221595182349851,0.9351067467948718
41,0.3072318004109921,0.9233068009089537,0.9361579647435898
42,0.3086199151017727,0.9213886721356476,0.935453189102564
43,0.30346733786356755,0.9236234992047389,0.9373934134615385
44,0.30256756173494537,0.9247041788258371,0.937900512820513
45,0.30139154952306013,0.9243916001249324,0.9380777243589744
46,0.2995163815143781,0.9247148301660524,0.938631842948718
47,0.29752599593156426,0.9258661338628127,0.9393482051282052
48,0.2953896564550889,0.9267003830027662,0.9402307371794869
49,0.2935637409106279,0.9275280663334887,0.9410623076923077
50,0.29154939668682905,0.9272361055266101,0.9413448397435897
51,0.28954383083260976,0.9279785244502137,0.9419363782051282
52,0.2899989219430165,0.9279173718248149,0.9415257692307694
53,0.28545182704543454,0.9298032689310076,0.9434195993589745
54,0.2829640036018995,0.9302341921544964,0.9443017467948718
55,0.2816591720932569,0.9309745314725977,0.9448840705128205
56,0.2785062840160651,0.9321844819199568,0.9459164102564104
57,0.27672567304510337,0.9332126085883193,0.946569358974359
58,0.2740911683593041,0.9331823791341999,0.947172580128205
59,0.2723145507658139,0.9327855194214973,0.9472419871794872
60,0.2729890417594176,0.9322358821373818,0.9467754967948717
61,0.2680941064388324,0.9336613855388989,0.9481341826923076
