encoder,best_val_mrr,best_val_acc,best_val_recall3,num_parameters,final_train_loss,final_val_loss,epochs_trained
kan_mammote_full,0.5865653158639585,37.85822021116139,0.7413273006003367,384132,1.7965356508890789,1.8083925263374638,581
