epoch,loss,average_precision,roc_auc
1,0.4283589811232593,0.7731346948759154,0.8329530300749821
2,0.3895936868556175,0.8197977469173717,0.8665811974674933
3,0.36579785489652555,0.8505168575204858,0.8859616590889543
4,0.35766317089887417,0.8579112817770779,0.8912579290366467
5,0.3538392486725648,0.8625301162965546,0.8945757165922579
6,0.351315395777927,0.8652899266105571,0.896286226123365
7,0.3495566227042461,0.8674033978873228,0.8973302084880802
8,0.3485483044199822,0.8692273201787203,0.8984690294729353
9,0.34623423917967977,0.8723406417520683,0.9004223539254244
10,0.344992106887904,0.8742970179095876,0.9010367347357638
11,0.3428856757810461,0.8762235219566453,0.9026211011595269
12,0.34063735291319513,0.8776918626517047,0.9037772383245892
13,0.3389671460541217,0.879956252766289,0.90506713058164
14,0.337441792353889,0.8815749068400353,0.9062725535000821
15,0.3366062184240644,0.8822939916302637,0.9067552709406789
16,0.33558989574915976,0.8835571856842251,0.907614972595135
17,0.3320884864879534,0.8866595678640375,0.9097748533976558
18,0.33119348244161795,0.8869562921583343,0.9102071677795414
19,0.3293318755945848,0.8877909852076086,0.911333845399032
20,0.32993161504913754,0.8883222724550659,0.9112852671485648
21,0.32828082974608935,0.8893422877435844,0.9121495716279506
22,0.326434238659625,0.8909341654748617,0.9132772370540357
23,0.32517483159406296,0.8919304859846939,0.9141096817165376
24,0.3256844991259453,0.8909033149043833,0.9137691089314058
25,0.3233823371221124,0.8937313607266087,0.9153481277903313
26,0.3229605342519655,0.8934229612431458,0.9155088094325903
27,0.32264680385082084,0.8939977572021469,0.9157006539441894
28,0.321717953205447,0.8938168883903261,0.9159130203405866
29,0.3211643739392877,0.8945764771670915,0.9165925542624143
30,0.3208101482157901,0.8953167488621275,0.9170463418805759
31,0.32090996910686637,0.8957177902352288,0.9170371137516908
32,0.3190187029011879,0.8960731139708712,0.9180218142333284
33,0.3184267715564176,0.897245778760516,0.9184375790675309
34,0.3177525256896989,0.8967377076797116,0.9184817037342549
35,0.317888673779078,0.8973051427327491,0.9190295921718257
36,0.31751384521951737,0.8972613082191802,0.9189687548378772
37,0.3156114364414702,0.8984449938756603,0.9196976075474795
38,0.31691643688739646,0.8977975132460175,0.919406510903305
39,0.3154499272101311,0.8986602578401554,0.9199356313087875
40,0.3144205624383919,0.899040187688114,0.9205064961453356
41,0.31463050608265025,0.8997605027330631,0.9208129744051855
42,0.3137763258890939,0.8999121286863131,0.9210277493803608
43,0.3131511209562576,0.9004185201354905,0.9212383588942664
44,0.3126077988628182,0.9007450580729026,0.9216239497408071
45,0.31214062799060804,0.9009543447825696,0.9219547907691346
46,0.31239862496151377,0.9010558919939331,0.9218669341344988
47,0.31062178323600464,0.9020915373364498,0.9226773094755937
48,0.31067333258371255,0.9016624199680892,0.9227876429861529
49,0.3100106826258247,0.9024634475717818,0.9231583271108783
50,0.3101965304016503,0.9027641946736982,0.923296643490465
51,0.30978620186264827,0.9026359425382866,0.9233730805843765
52,0.31026061378285474,0.902307349743379,0.9232112237777274
53,0.30779759984819416,0.9045635428513087,0.9246517195477612
54,0.3088400893004976,0.9031643381883829,0.9238866261522944
55,0.3070901681227625,0.9040818350354204,0.9245169798744302
56,0.30749229396021127,0.9036437390841088,0.9243155072050165
57,0.3079340084188934,0.9036676286687227,0.924104483783826
58,0.3066652849556256,0.9043640718365717,0.9250025077796976
59,0.306452590573928,0.9045355292770422,0.9250570917417923
60,0.30650621044996673,0.9047705000833464,0.9251771911186346
61,0.30537218048590586,0.9054931623771036,0.9255389695418971
62,0.30486557111778456,0.9052475905230749,0.9255555767531686
63,0.3044127416757333,0.9058378010260262,0.9259816580920585
64,0.30490850524002355,0.9058475965271043,0.9259277717616519
65,0.30386814754191954,0.9060727918178142,0.9263691138181505
66,0.30419028589154823,0.9055241694362964,0.9258712535282297
67,0.3035891815921329,0.9064806278819684,0.9265988900247856
68,0.3031326791054817,0.9061544379852701,0.9264713490152232
69,0.30386034865196626,0.9058916201286464,0.9264532878019032
70,0.30365053039174544,0.9056975786209275,0.9263419174218317
71,0.3015972710405754,0.9072941519365939,0.9274664418438275
72,0.3007558843891014,0.9080725875026507,0.928184905040775
